domain_tax,phylum_tax,class_tax,order_tax,family_tax,subfamily,otu_id,rep_prokMSA_id,rep_acc,taxa_string,rep_prokMSAname,wk1,wk2,wk3,wk4,wk5,wk6,wk7,wk8,wk9,wk_10,wk_11,wk_12,wk_13,wk_14,wk_15,wk_16,wk_17
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,sf_1,482,62399,AF529120.1,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;sf_1;482,trichloroethene-contaminated site clone FTLM205 proteobacterium,3478,3306,3096,3077,2920,3907,5403,4884,4318,2822,5061,5064,3402,3898,2631,4410,2830
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,sf_1,9956,63255,AF523968.1,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;sf_1;9956,forested wetland clone FW140,2674,2930,2434,2873,2497,3258,4858,5019,3502,2620,5162,4558,2920,3653,2113,3892,2321
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Unclassified,sf_1,10076,60598,AF407700.1,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Unclassified;sf_1;10076,Great Artesian Basin clone G13,2583,2368,2205,2560,1719,2962,3938,4007,3017,2204,3806,3700,2651,3015,2093,3441,2154
Bacteria,Proteobacteria,Deltaproteobacteria,EB1021 group,Unclassified,sf_4,10024,67799,AF420338.1,Bacteria;Proteobacteria;Deltaproteobacteria;EB1021 group;Unclassified;sf_4;10024,hydrothermal sediment clone AF420338,2781,3015,2563,3534,2425,3436,4248,5175,3574,2627,4424,4401,3206,3448,2540,3888,2752
Bacteria,Proteobacteria,Deltaproteobacteria,EB1021 group,Unclassified,sf_4,8169,55388,AF523886.1,Bacteria;Proteobacteria;Deltaproteobacteria;EB1021 group;Unclassified;sf_4;8169,forested wetland clone RCP2-54,1254,1145,1083,1322,925,1675,1893,2104,1391,1297,1639,1768,1410,1584,1258,1673,1252
Bacteria,Proteobacteria,Deltaproteobacteria,EB1021 group,Unclassified,sf_4,9741,76068,AJ518791.1,Bacteria;Proteobacteria;Deltaproteobacteria;EB1021 group;Unclassified;sf_4;9741,uranium mining waste pile clone JG37-AG-30 proteobacterium,1903,1962,1504,2573,1033,2584,2534,2515,1944,1817,2528,2847,2169,2237,1940,2555,2015
Bacteria,Proteobacteria,Deltaproteobacteria,EB1021 group,Unclassified,sf_4,9884,63329,AF523885.1,Bacteria;Proteobacteria;Deltaproteobacteria;EB1021 group;Unclassified;sf_4;9884,forested wetland clone RCP2-62,2059,2016,2022,1969,1896,2384,3144,3527,2678,1892,2957,2996,2230,2671,1829,2769,1818
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,sf_1,10358,10602,AJ233917.1,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae;sf_1;10358,Myxococcus fulvus str. Mx f2,3120,3058,2725,2961,2568,3656,4686,5356,3861,2923,5088,5033,3351,3423,2444,4389,2764
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,sf_3,10065,39056,AF387628.1,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;sf_3;10065,Polyangium cellulosum str. 87-5,2052,2167,1864,2614,1825,2674,2696,3066,2692,1862,3233,3194,2793,2786,1903,2926,2236
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,sf_3,10082,76933,AJ518792.1,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;sf_3;10082,uranium mining waste pile clone JG37-AG-33 proteobacterium,1622,1829,1534,2060,982,2325,2371,2070,2177,1703,1453,2118,1754,1850,1737,1858,1871
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,sf_3,10249,75311,AJ534629.1,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;sf_3;10249,soil sample uranium mining waste pile near town Johanngeorgenstadt clone JG36-TzT-168 proteobacterium,2259,1941,1551,2325,1243,2914,2239,1853,1468,1592,1581,2088,1927,1726,1933,2190,1927
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,sf_3,10298,79653,AY193162.1,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;sf_3;10298,marine tidal mat clone BTM36,1726,1720,1466,2496,1131,2442,2500,2533,2229,2177,2448,2612,2212,2132,1864,2288,1847
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,sf_3,10309,10651,AJ233947.1,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;sf_3;10309,Nannocystis exedens str. Na e571,1929,1738,1519,2601,1467,2618,2411,2097,1747,1661,2054,2219,2037,1886,1799,2234,1915
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,sf_3,10353,30991,AF234747.1,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;sf_3;10353,sludge clone A9,3153,2827,2478,3194,1702,3525,3738,4039,2438,1981,2835,3363,2671,2546,2480,3128,2475
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,sf_3,9671,67784,AF420357.1,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;sf_3;9671,hydrothermal sediment clone AF420357,1642,1506,1708,1987,1353,2120,2555,2998,2268,1353,2787,2987,1818,2307,1453,2339,1549
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,sf_3,9735,77008,AJ518790.1,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;sf_3;9735,uranium mining waste pile clone JG37-AG-15 proteobacterium,1551,1509,1294,2449,2162,2679,1582,1409,1327,1462,1546,1741,1984,1797,1757,2233,1656
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,sf_3,9755,79558,AF382126.1,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;sf_3;9755,bacterioplankton clone ZA3704c,2203,2036,2084,2641,1658,3356,2468,2585,1999,1609,2609,2816,2157,2381,2013,2646,1930
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,sf_3,9874,76214,AJ532714.1,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;sf_3;9874,uranium mining waste pile clone JG34-KF-243 proteobacterium,1863,1715,1648,1984,1051,2413,2227,2393,1987,1716,2288,2333,2100,2181,1617,2318,1724
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,sf_3,9900,45556,AF280857.1,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;sf_3;9900,bioreactor clone mle1-27,2934,2913,2628,3527,2442,3516,3805,3603,3151,2359,4115,3926,3317,3348,2549,3897,2630
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Unclassified,sf_1,10092,65455,AY102330.1,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Unclassified;sf_1;10092,heavy metal-contaminated soil clone a13134,2408,1717,1617,2509,884,2965,1643,967,1231,1816,1173,1642,1891,1256,1922,1850,1955
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Unclassified,sf_1,10259,66526,AY100555.1,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Unclassified;sf_1;10259,clone cvf63054,1041,897,590,1694,446,1738,757,671,531,1337,514,834,1216,687,1067,1020,1070
Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,sf_3,10067,32886,AF323766.1,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;sf_3;10067,benzoate-degrading consortium clone BA044,2822,2535,2392,3035,2715,3196,4749,3865,3486,2364,3708,4047,2995,3294,2289,3568,2448
Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,sf_3,9665,10849,X85132.1,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;sf_3;9665,Syntrophus gentianae,3551,3472,3301,3660,3423,3849,5618,5250,5166,2934,5408,5430,3604,4227,2785,4678,2929
Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,sf_1,10013,67796,AF420341.2,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;sf_1;10013,hydrothermal sediment clone AF420341,3408,3455,2988,3613,3105,3866,4112,5024,3728,2746,4234,4441,3593,3855,2807,4518,3137
Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,sf_1,10021,75593,AJ519630.1,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;sf_1;10021,uranium mill tailings soil sample clone Sh765B-TzT-29 proteobacterium,3372,3322,3014,3520,2986,3773,4559,4212,3669,2499,4209,4262,3125,3466,2562,3846,2658
Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,sf_1,10184,77292,AF482435.1,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;sf_1;10184,granular sludge clone R1p32,1264,1130,1206,1480,742,1691,937,802,943,991,930,1182,1239,1199,1152,1415,1204
Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,sf_1,10221,77318,AF482439.1,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;sf_1;10221,granular sludge clone R3p4,2616,2614,2470,2787,2324,3013,2697,3510,2897,2069,3133,3215,2680,2809,2119,3283,2384
Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,sf_1,10294,70282,AF170417.1,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;sf_1;10294,Desulfacinum hydrothermale str. MT-96,2175,2108,1750,2903,1634,2818,2465,2146,2359,1600,2411,2616,2334,2564,1931,2612,2153
Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,sf_1,9661,66902,AJ306805.1,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;sf_1;9661,DCP-dechlorinating consortium clone SHD-1,2638,2992,2503,3313,2936,3389,2710,3653,3307,2205,3674,3650,3199,3430,2497,3804,2739
Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,sf_1,9731,76056,AJ518795.1,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;sf_1;9731,uranium mining waste pile clone JG37-AG-90 proteobacterium,2525,2414,1965,2876,1652,3325,3639,3347,2661,2111,3351,3435,2754,2863,2188,3335,2403
Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,sf_1,9845,75884,AJ518800.1,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;sf_1;9845,uranium mining waste pile clone JG37-AG-128 proteobacterium,3016,3040,2733,3476,2439,3446,3195,2930,2913,2066,3251,3382,2822,2817,2385,3009,2374
Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,sf_1,9864,75261,AJ518801.1,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;sf_1;9864,uranium mining waste pile clone JG37-AG-133 proteobacterium,2913,2722,2386,3090,1895,3594,4215,4221,3376,2371,4307,4437,3284,3653,2358,4113,2578
Bacteria,Proteobacteria,Deltaproteobacteria,Unclassified,Unclassified,sf_7,10048,16746,AJ252670.1,Bacteria;Proteobacteria;Deltaproteobacteria;Unclassified;Unclassified;sf_7;10048,Rhizosphere soil RSC-II-6 () clone RSC-II-6,3630,3231,3144,3830,3085,3916,5053,4829,3857,2637,5382,4681,3570,3693,2641,4824,2757
Bacteria,Proteobacteria,Deltaproteobacteria,Unclassified,Unclassified,sf_9,10049,66925,AJ306774.1,Bacteria;Proteobacteria;Deltaproteobacteria;Unclassified;Unclassified;sf_9;10049,DCP-dechlorinating consortium clone SHA-72,2399,1908,1874,2180,1407,2734,2547,1980,1695,1773,1967,2561,1997,1912,1755,2389,1873
Bacteria,Proteobacteria,Deltaproteobacteria,Unclassified,Unclassified,sf_9,244,63100,AY093483.1,Bacteria;Proteobacteria;Deltaproteobacteria;Unclassified;Unclassified;sf_9;244,deep marine sediment clone MB-C2-152,3670,3272,3372,3499,2964,3863,5288,5172,4629,2625,5472,5061,3385,3735,2580,4560,2683
Bacteria,Proteobacteria,Deltaproteobacteria,Unclassified,Unclassified,sf_9,9760,63116,AY093467.1,Bacteria;Proteobacteria;Deltaproteobacteria;Unclassified;Unclassified;sf_9;9760,deep marine sediment clone MB-A2-137,3727,3466,3410,3283,2994,3861,5442,5397,4834,2755,5776,5367,3488,3855,2632,4885,2728
Bacteria,Proteobacteria,Deltaproteobacteria,Unclassified,Unclassified,sf_9,9784,78912,AY177804.1,Bacteria;Proteobacteria;Deltaproteobacteria;Unclassified;Unclassified;sf_9;9784,Antarctic sediment clone LH5_30,2682,2464,2216,2615,2228,3144,3770,3226,2762,2255,3179,3287,2471,2668,1982,3061,2167
Bacteria,Proteobacteria,Deltaproteobacteria,Unclassified,Unclassified,sf_9,9798,76094,AJ519663.1,Bacteria;Proteobacteria;Deltaproteobacteria;Unclassified;Unclassified;sf_9;9798,uranium mill tailings soil sample clone GuBH2-AD/TzT-67 proteobacterium,3363,3170,2954,3479,2954,3684,4985,4372,3788,2485,4284,4298,2986,3505,2498,3776,2537
Bacteria,Proteobacteria,Deltaproteobacteria,Unclassified,Unclassified,sf_9,9876,63111,AY093471.1,Bacteria;Proteobacteria;Deltaproteobacteria;Unclassified;Unclassified;sf_9;9876,deep marine sediment clone MB-B2-106,3338,3017,3124,3266,2672,3565,4733,4897,4168,2368,4961,4643,3063,3370,2361,4127,2457
Bacteria,Proteobacteria,Deltaproteobacteria,Unclassified,Unclassified,sf_9,9890,77960,AB089106.1,Bacteria;Proteobacteria;Deltaproteobacteria;Unclassified;Unclassified;sf_9;9890,termite gut homogenate clone Rs-K70 proteobacterium,2853,2714,2527,2996,2004,3459,4511,3762,3773,2446,3832,4036,2823,3271,2332,3791,2386
Bacteria,Proteobacteria,Deltaproteobacteria,Unclassified,Unclassified,sf_9,9975,59898,AY133092.1,Bacteria;Proteobacteria;Deltaproteobacteria;Unclassified;Unclassified;sf_9;9975,TCE-contaminated site clone ccslm247,1959,2061,1698,3135,1791,2418,2575,2896,2327,1759,2857,2818,2536,2405,1867,2777,2301
Bacteria,Proteobacteria,Deltaproteobacteria,Unclassified,Unclassified,sf_9,9993,35486,AJ252629.1,Bacteria;Proteobacteria;Deltaproteobacteria;Unclassified;Unclassified;sf_9;9993,Agricultural soil SC-I-29 () clone SC-I-29,3669,3433,3374,3344,3110,3720,5555,5643,4266,2819,5290,5513,3403,4214,2569,4660,2838
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,sf_3,10446,84374,AY226194.1,Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;sf_3;10446,brine water L'Atalante Mediterranean Sea clone ABBB-16,2763,1944,1893,2422,780,3492,2993,2416,1949,2123,2695,2901,2805,2556,2095,3652,2420
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,sf_3,10447,11187,Y13671.1,Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;sf_3;10447,Sulfurospirillum deleyianum str. Spirillum 5175,3292,2669,2594,3101,2474,4058,3439,2911,2910,2828,3945,3559,3625,3657,2612,4472,3002
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,sf_3,10456,11221,L06975.1,Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;sf_3;10456,Campylobacter showae,3031,2400,2419,2822,2087,3630,3003,2702,2696,2569,3589,3182,3251,3251,2373,3830,2728
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,sf_3,10461,11183,AB015259.1,Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;sf_3;10461,deepest cold-seep area Japan Trench clone JTB360 proteobacterium,1796,1624,1556,2677,922,2823,2039,1609,1941,1822,2133,1999,2226,2033,1764,2903,1934
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,sf_3,10464,59210,AY135395.1,Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;sf_3;10464,Campylobacter sp. str. NO2B,3808,3320,3083,3450,3037,4266,4762,4659,4074,2988,4765,4767,3868,4183,2782,4824,3120
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,sf_3,10484,11247,U03022.1,Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;sf_3;10484,Campylobacter helveticus,3169,2928,2697,3327,2515,3762,3959,3098,3124,2406,3809,3745,3070,3286,2438,3723,2584
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,sf_3,10538,11165,L14624.1,Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;sf_3;10538,Arcobacter cryaerophilus,3631,3410,3179,3736,3047,4370,4043,4351,3811,3170,4876,4560,4119,4298,3051,5092,3391
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,sf_23,10443,10973,U00679.1,Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;sf_23;10443,Helicobacter pylori,3164,2883,2883,3282,2492,3760,3222,2807,2948,2693,4090,3671,3550,3592,2778,4053,3083
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,sf_3,10385,11008,AF142150.1,Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;sf_3;10385,Helicobacter sp. 'pig E1',3613,3251,3025,3675,2633,4377,3846,3266,3199,3171,4497,4134,3941,4020,2988,4862,3363
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,sf_3,10411,77641,AB089112.2,Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;sf_3;10411,termite gut homogenate clone Rs-P71 proteobacterium,3585,3438,3211,3405,2843,4136,4899,4418,4162,2870,5059,4827,3690,4105,2783,4691,2976
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,sf_3,10417,82339,AY216452.1,Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;sf_3;10417,temperate estuarine mud clone KM61,1890,2058,1692,2358,981,2479,2870,2721,2278,1827,2778,3107,2172,2774,1790,2753,1867
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,sf_3,10428,11021,AF034135.1,Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;sf_3;10428,Flexispira rappini FH 9702248,3010,2641,2500,3183,2064,3711,3278,3000,2753,2569,3761,3650,3272,3350,2565,3991,2841
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,sf_3,10430,64316,AF506783.1,Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;sf_3;10430,Helicobacter heilmannii str. MM2,3469,3079,2950,3536,2569,4110,3569,3102,3106,2964,4310,3870,3702,3776,2827,4490,3183
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,sf_3,10432,61863,AF449246.1,Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;sf_3;10432,Riftia pachyptila's tube clone R76-B51,2967,3087,3142,3182,2418,3784,3948,3377,3531,2732,3945,3794,3672,3996,2666,4268,2922
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,sf_3,10436,48289,AF297868.1,Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;sf_3;10436,Helicobacter aurati str. MIT 97-5075c,3256,2816,2717,3202,2312,3939,3402,3237,2882,2788,4078,3783,3525,3659,2686,4310,2940
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,sf_3,10438,11138,AF154101.1,Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;sf_3;10438,hydrocarbon seep clone GCA014,2681,2778,2838,2947,2213,3600,3534,2967,3147,2535,3500,3439,3377,3612,2455,3889,2685
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,sf_3,10442,72792,AF292378.1,Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;sf_3;10442,Helicobacter cetorum str. MIT 99-5656,3561,3114,2951,3421,2857,4283,3994,3744,3306,3128,4684,4262,3929,4121,2890,5053,3286
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,sf_3,10444,11016,AB006148.1,Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;sf_3;10444,Helicobacter suncus str. Kaz-2,3379,2830,2727,3062,2708,4081,3726,3720,3219,2941,4557,4222,3796,4028,2663,4842,3106
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,sf_3,10448,10967,U51870.1,Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;sf_3;10448,Helicobacter felis,3655,3136,2955,3531,2614,4391,4048,3468,3261,3179,4611,4258,3995,4159,2924,4998,3359
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,sf_3,10451,64317,AF506779.1,Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;sf_3;10451,Helicobacter heilmannii str. C4S,3613,3251,3025,3675,2633,4377,3846,3266,3199,3171,4497,4134,3941,4020,2988,4862,3363
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,sf_3,10454,11067,L36143.1,Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;sf_3;10454,Helicobacter pullorum str. NCTC 12826,2790,2375,2178,2822,1718,3584,3159,2702,2421,2475,3157,3356,3043,3070,2388,3700,2597
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,sf_3,10462,10990,U96297.1,Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;sf_3;10462,Helicobacter rodentium str. MIT 96-1312,2824,2250,2219,2543,1876,3419,2972,2790,2478,2343,3216,3214,2942,3034,2214,3523,2427
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,sf_3,10467,66100,AB074952.1,Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;sf_3;10467,clone:KB16 clone KB16,3198,2994,2856,3156,2534,3901,4110,3705,3838,2782,4458,4336,3482,3727,2602,4588,2814
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,sf_3,10507,78064,AB089111.2,Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;sf_3;10507,termite gut homogenate clone Rs-M59 proteobacterium,3365,3192,2947,3162,2618,4072,4750,4598,4416,2899,5190,4946,3748,4154,2691,5061,2980
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,sf_3,10518,11080,X67854.1,Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;sf_3;10518,Helicobacter nemestrinae,3319,2867,2812,3292,2488,3895,3624,3075,3084,2708,4178,3879,3531,3708,2730,4227,3047
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,sf_3,10520,41542,AJ249858.1,Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;sf_3;10520,Helicobacter sp. blood isolate 964,2847,2375,2156,3098,1720,3626,3728,2907,2474,2495,3741,3639,3203,3332,2408,4092,2751
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,sf_3,10548,39557,AF286052.1,Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;sf_3;10548,Helicobacter rappini W.Tee-Bat,3014,2391,2425,2796,2164,3592,3345,3110,2710,2434,3756,3490,3141,3339,2343,3860,2607
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,sf_3,10562,29701,AF286053.1,Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;sf_3;10562,Helicobacter rappini W.Tee-Yu,2949,2661,2507,3222,2145,3692,3199,2841,2682,2600,3719,3534,3258,3309,2583,3968,2853
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,sf_3,10572,10974,AF057163.1,Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;sf_3;10572,Helicobacter sp,3031,2518,2549,3007,2069,3568,3405,2903,2746,2426,3578,3450,3199,3306,2479,3699,2751
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,sf_3,10576,11085,AF142585.1,Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;sf_3;10576,Helicobacter sp. 'liver 3' str. liver 3,3164,2883,2883,3282,2492,3760,3222,2807,2948,2693,4090,3671,3550,3592,2778,4053,3083
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,sf_3,10590,78387,AB089113.1,Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;sf_3;10590,termite gut homogenate clone Rs-H40 proteobacterium,3563,3502,3257,3390,3047,4093,5078,4528,4396,2883,5099,4865,3587,4040,2754,4766,2921
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,sf_3,10614,79600,AJ431216.1,Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;sf_3;10614,strain isolate str. BHI80-49,1597,1900,1958,2890,1214,2819,2247,1352,2007,1912,2073,2163,2307,2317,1972,2998,2109
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Unclassified,sf_1,10427,103644,AY672515.1,Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Unclassified;sf_1;10427,hydrothermal vent 9 degrees North East Rise Pacific Ocean clone CH3_17_BAC_16SrRNA_9N_EPR,3043,2765,2440,2692,3109,3711,3600,3544,3041,2614,3986,3616,3379,3570,2330,4546,2616
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Unclassified,sf_1,10475,67782,AF420359.1,Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Unclassified;sf_1;10475,hydrothermal sediment clone AF420359,3009,2889,2897,3036,2295,3798,4100,3520,3526,2819,3839,3883,3575,3680,2562,4289,2876
